"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","3 rooms( study room, servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,AC,Gas connection","Club House,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","4,300 sq ft","2","4","4 BHK Apartment ","3000 sq ft","East","10, ","Kothrud","New","3","Garden View, Pool View, Road View","Co-Operative Society","","65300000","₹ 15,186/ sq ft ","Sangam Solitaire","60 feet","Ready to move","14"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","5,000 sq ft","","5","6 BHK Apartment ","","East","7","Sangamvadi","Resale","","","Freehold","","45000000","₹ 9,000/ sq ft ","","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,760 sq ft","","3","3 BHK Apartment ","","","Gr","Koregaon Park","Resale","","","Freehold","","24000000","₹ 13,636/ sq ft ","Darode Blossom Bouleward","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","830 sq ft","","2","2 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","5500000","₹ 6,626/ sq ft ","","","Unfurnished",""
"dict","","","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","780 sq ft","","2","2 BHK Apartment ","","","Gr","Kharadi","Resale","","","Freehold","","5000000","₹ 6,410/ sq ft ","","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track","Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","1,715 sq ft","","3","3 BHK Apartment ","","","Gr","Kharadi","New","","","Freehold","","7889000","₹ 4,600/ sq ft ","","","",""
"dict","","12 - 13 years","Car Parking,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Landscaped Gardens","Lift Available,Power Backup,Sports Facility","590 sq ft","","1","1 BHK Apartment ","","East","3, ","Hadapsar","Resale","2","","","","2700000","₹ 4,576/ sq ft ","Subhash Vardhaman Nagar","200 feet","Ready to move,Unfurnished","6"
"dict","2 rooms( servant room, pooja room )","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","4,100 sq ft","4","4","4 BHK Apartment ","","East","5, ","Koregaon Park","New","","","","","75200000","₹ 18,341/ sq ft ","","","Ready to move","12"
"dict","","8 - 9 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Dining Table,Gas connection,BED","Sports Facility,AC","1,850 sq ft","","3","3 BHK Apartment ","","East","4, ","Koregaon Park","Resale","","","Freehold","","22000000","₹ 11,891/ sq ft ","Kumar Presidency","","Ready to move,Furnished","11"
"dict","","2 - 3 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","3,600 sq ft","2","4","4 BHK Apartment ","","East","","Wadgaon Sheri","Resale","","Corner, Garden View, Road View","Freehold","","45000000","₹ 12,500/ sq ft ","Karia Konark Avenue 9","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,610 sq ft","","3","3 BHK Apartment ","","East","8","Kharadi","Resale","","","Freehold","","7000000","₹ 4,348/ sq ft ","Geras Emerald City","","Ready to move,Unfurnished",""
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility","634 sq ft","1","1","1 BHK Apartment ","","East","4, ","Wagholi","New","3","","","","2836000","₹ 4,473/ sq ft ","Icon Imperio","15 feet","Ready to move","11"
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,175 sq ft","","2","2 BHK Apartment ","","East","2","Viman Nagar","Resale","","","Freehold","","9000000","₹ 7,659/ sq ft ","Karia Konark Campus","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track","Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","1,500 sq ft","","3","3 BHK Apartment ","","NorthEast","2","Kharadi","Resale","","","Freehold","","7500000","₹ 5,000/ sq ft ","","","Ready to move,Semi-Furnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","1,500 sq ft","","3","3 BHK Apartment ","","NorthEast","3","Mundhwa","Resale","","","Freehold","","10000000","₹ 6,667/ sq ft ","Goel Ganga Carnation","","Ready to move,Unfurnished",""
"dict","1 rooms( servant room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","5,640 sq ft","3","4","4 BHK Apartment ","","West","10, ","Koregaon Park","Resale","","Garden View","Freehold","","84600000","₹ 15,000/ sq ft ","","","Ready to move,Unfurnished","11"
