"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom","Lift Available,Sports Facility,Landscaped Gardens","482 sq ft","","1","1 BHK Apartment ","356 sq ft","","3, ","Wagholi","New","","","Freehold","Dec 2019","1808946","₹ 3,753/ sq ft ","VTP Purvanchal","","Under Construction","14"
"dict","","5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","4,600 sq ft","4","4","4 BHK Apartment ","","East","8, ","Hadapsar","Resale","","Pool View, Garden View","Freehold","","51000000","₹ 11,086/ sq ft ","Panchshil One North","","Ready to move,Semi-Furnished","21"
"dict","1 rooms( servant room )","9 - 10 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,AC,Refrigerator,Sofa,Dining Table,BED","Wardrobe,TV,Wifi,Gas connection","2,000 sq ft","2","3","3 BHK Apartment ","","East","12, ","Koregaon Park","Resale","","Garden View","Freehold","","17000000","₹ 8,500/ sq ft ","Builder ganga cornation","","Ready to move,Furnished","13"
"dict","1 rooms( pooja room )","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Cafeteria,Rain Water Harvesting,Shopping Mall,School,ATM,Wardrobe,BED","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,030 sq ft","3","2","2 BHK Apartment ","710 sq ft","West","7, ","Koregaon Park","Resale","","Garden View","Freehold","","8500000","₹ 8,252/ sq ft ","Builder Ganga Orchard ","","Ready to move,Semi-Furnished","7"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Multipurpose Room,Landscaped Gardens","Sports Facility","1,544 sq ft","","3","3 BHK Apartment ","978 sq ft","","","Hinjewadi","New","","","","Dec 2019","8000000","₹ 5,181/ sq ft ","Kolte Patil Life Republic Sector R1 1st Avenue","","Under Construction",""
"dict","2 rooms( servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,ATM,AC,Gas connection","Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","3,974 sq ft","2","6","4 BHK Apartment ","3106 sq ft","NorthEast","","Gahunje","New","2","Corner, Garden View, Pool View, Road View","Freehold","","60000000","₹ 15,098/ sq ft ","Lodha Belmondo","65 feet","Ready to move","28"
"dict","","","Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Landscaped Gardens,Wifi","Lift Available,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","1,085 sq ft","1","2","2 BHK Apartment ","","East","4, ","Moshi","New","2","Corner, Garden View, Pool View, Road View","Freehold","Dec 2020","7000000","₹ 6,451/ sq ft ","Apex Apostrophe","50 feet","Under Construction","6"
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,250 sq ft","2","2","2 BHK Apartment ","1100 sq ft","East","5, ","Ashok Nagar","Resale","2","Road View, Corner","Freehold","","15000000","₹ 12,000/ sq ft ","","30 feet","Ready to move,Semi-Furnished","6"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area","836 sq ft","","2","2 BHK Apartment ","","East","3, ","Lohegaon","Resale","1","Corner, Garden View, Road View","Freehold","","3900000","₹ 4,665/ sq ft ","Kothari The Village","40 feet","Ready to move,Unfurnished","10"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","630 sq ft","1","2","2 BHK Apartment ","","East","1, ","Hadapsar","Resale","1","Garden View","Co-Operative Society","","2350000","₹ 3,730/ sq ft ","Dreams Solace","25 feet","Ready to move,Unfurnished","5"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Landscaped Gardens","24 X 7 Security,Sports Facility","575 sq ft","","1","1 BHK Apartment ","426 sq ft","","","Undri","New","","","","Feb 2018","2408750","₹ 4,189/ sq ft ","Gagan Cascades","","Under Construction",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,450 sq ft","1","3","3 BHK Apartment ","","","4, ","Baner","Resale","","","Co-Operative Society","","9500000","₹ 6,551/ sq ft ","Aditya Comfort Zone","","Ready to move,Unfurnished","9"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,370 sq ft","","2","2 BHK Apartment ","","","","Viman Nagar","Resale","","","","","9000000","₹ 6,569/ sq ft ","Bhakti Apartments","","Ready to move,Unfurnished",""
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,165 sq ft","2","2","2 BHK Apartment ","","West","8, ","Viman Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","9500000","₹ 8,154/ sq ft ","Naiknavare Mystique Moods","","Ready to move,Unfurnished","10"
"dict","","0 - 1 year","Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","580 sq ft","1","1","1 BHK Apartment ","","East","3, ","Kiwale","Resale","","Road View","Freehold","","2550000","₹ 4,396/ sq ft ","","","Ready to move,Unfurnished","5"
"dict","","6 - 7 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","940 sq ft","","2","2 BHK Apartment ","","East","3","Handewadi","Resale","","","Freehold","","4400000","₹ 4,680/ sq ft ","Siddhivinayak Built Home Specialities Builders The Orchard","","Ready to move,Semi-Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","680 sq ft","","2","2 BHK Apartment ","","","Gr","Handewadi","New","","","","","2400000","₹ 3,529/ sq ft ","Builder Aura Kingston","","",""
"dict","","3 - 4 years","Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","895 sq ft","","","2 BHK Apartment ","","","","Hadapsar","Resale","","Road View, Garden View","Freehold","","4300000","₹ 4,804/ sq ft ","Builder key stone hills","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Sports Facility","875 sq ft","","","2 BHK Apartment ","","","Gr","Hadapsar","Resale","","","","","4700000","₹ 5,371/ sq ft ","Mantra Majestica","","Ready to move,Unfurnished",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","680 sq ft","","1","1 BHK Apartment ","","","Gr","Handewadi","New","","","","","2400000","₹ 3,529/ sq ft ","Vedant Kingston Aura","","Ready to move",""
"dict","","0 - 1 year","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,500 sq ft","2","2","2 BHK Apartment ","","West","12, ","Kharadi","New","","Road View, Garden View","Freehold","","9900000","₹ 6,600/ sq ft ","","","Ready to move","12"
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Wardrobe,BED","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,230 sq ft","1","2","2 BHK Apartment ","","","","NIBM Annex Mohammadwadi","Resale","2","Road View, Garden View","Freehold","","9200000","₹ 7,479/ sq ft ","Acropolis Nine Hills","","Ready to move,Semi-Furnished",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Wardrobe","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,050 sq ft","1","2","2 BHK Apartment ","900 sq ft","","","NIBM Annex Mohammadwadi","Resale","","Corner, Garden View, Pool View, Road View","Freehold","","8500000","₹ 8,095/ sq ft ","Acropolis Nine Hills","","Ready to move,Furnished",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,200 sq ft","1","2","2 BHK Apartment ","","","","NIBM Annex Mohammadwadi","Resale","","Corner, Garden View, Road View","Freehold","","9300000","₹ 7,750/ sq ft ","Acropolis Nine Hills","","Ready to move,Unfurnished",""
"dict","1 rooms( pooja room )","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Children's play area,Vaastu Compliant","Power Backup,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,100 sq ft","1","2","2 BHK Apartment ","1050 sq ft","West","3, ","NIBM","Resale","","","Freehold","","6500000","₹ 5,909/ sq ft ","","","Ready to move,Unfurnished","10"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,665 sq ft","2","3","3 BHK Apartment ","1232 sq ft","West","7, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","11000000","₹ 6,606/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,170 sq ft","1","2","2 BHK Apartment ","870 sq ft","West","5, ","Wakad","New","4","Garden View","Freehold","Dec 2020","8400000","₹ 7,179/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,247 sq ft","1","2","2 BHK Apartment ","922 sq ft","West","9, ","Wakad","New","4","Garden View","Freehold","Dec 2020","8800000","₹ 7,056/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,560 sq ft","2","3","3 BHK Apartment ","1154 sq ft","West","9, ","Wakad","New","4","Garden View","Freehold","Dec 2020","10800000","₹ 6,923/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,680 sq ft","2","3","3 BHK Apartment ","1244 sq ft","West","8, ","Wakad","New","4","Garden View","Freehold","Dec 2020","11600000","₹ 6,904/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,401 sq ft","1","2","2 BHK Apartment ","1040 sq ft","West","9, ","Hinjewadi","New","4","Garden View","Freehold","Dec 2018","10000000","₹ 7,137/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,836 sq ft","2","3","3 BHK Apartment ","1360 sq ft","West","9, ","Hinjewadi","New","4","Garden View","Freehold","Dec 2018","12000000","₹ 6,535/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,110 sq ft","2","3","2 BHK Apartment ","822 sq ft","West","7, ","Bavdhan","New","4","Garden View","Freehold","Dec 2019","8000000","₹ 7,207/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,674 sq ft","2","3","3 BHK Apartment ","1240 sq ft","West","9, ","Bavdhan","New","4","Garden View","Freehold","Dec 2019","11800000","₹ 7,048/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,740 sq ft","2","3","3 BHK Apartment ","1290 sq ft","West","7, ","Bavdhan","New","4","Garden View","Freehold","Dec 2019","12200000","₹ 7,011/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","2 rooms( servant room, pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,836 sq ft","2","4","4 BHK Apartment ","2100 sq ft","West","6, ","Pimple Nilakh","New","4","Garden View","Freehold","Dec 2018","20500000","₹ 7,228/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","4,350 sq ft","2","4","4 BHK Apartment ","3220 sq ft","West","7, ","Model Colony","New","4","Garden View","Freehold","Dec 2018","75000000","₹ 17,241/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","1 rooms( study room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,550 sq ft","3","3","3 BHK Apartment ","","East","3, ","Wakad","New","2","Garden View","Freehold","Dec 2019","8700000","₹ 5,612/ sq ft ","Kolte Patil Western Avenue","90 feet","Under Construction","12"
