"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,Indoor Games,Intercom,Landscaped Gardens,Gas connection","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,611 sq ft","2","3","3 BHK Apartment ","1209 sq ft","West","3, ","Deccan Gymkhana","New","2","Road View","Co-Operative Society","","27000000","₹ 16,759/ sq ft ","Bhansali Prive Rio","40 feet","Ready to move","6"
"dict","","15 - 16 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Children's play area,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,450 sq ft","2","3","3 BHK Independent House ","","East","1","Viman Nagar","Resale","","","Freehold","","20000000","₹ 13,793/ sq ft ","Builder Konark Cottages","","Ready to move,Furnished",""
"dict","","11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens","4,800 sq ft","3","6","4 BHK Apartment ","","","1","Koregaon Park","Resale","","","Freehold","","85600000","₹ 17,833/ sq ft ","Geras Riverside","","Ready to move,Unfurnished",""
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,255 sq ft","2","2","2 BHK Apartment ","","West","6, ","Kharadi","Resale","","","","","8500000","₹ 6,772/ sq ft ","Marvel Citrine","","Ready to move,Unfurnished","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","","1,549 sq ft","2","3","3 BHK Apartment ","1192 sq ft","NorthEast","5, ","Wadgaon Sheri","Resale","","","Freehold","","15300000","₹ 9,877/ sq ft ","Supreme Belmac Residences","","Ready to move,Unfurnished","14"
"dict","","10 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,560 sq ft","3","3","3 BHK Apartment ","","East","1, ","Kalyani Nagar","Resale","","Pool View, Garden View","Freehold","","14500000","₹ 9,294/ sq ft ","Kumar Kumar Kruti","","Ready to move,Furnished","13"
"dict","1 rooms( servant room )","15 - 16 years","Lift Available,Car Parking,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Power Backup,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","2,300 sq ft","2","3","3 BHK Apartment ","","East","5, ","Koregaon Park","Resale","3","Road View, Garden View","Co-Operative Society","","25000000","₹ 10,869/ sq ft ","","20 feet","Ready to move,Unfurnished","6"
"dict","","16 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility","1,700 sq ft","","3","3 BHK Apartment ","","East","6, ","Koregaon Park","Resale","","","Freehold","","24000000","₹ 14,117/ sq ft ","Clover Gardens","","Ready to move,Unfurnished","12"
"dict","","8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Multipurpose Room,Landscaped Gardens","Sports Facility","1,262 sq ft","","2","2 BHK Apartment ","","West","6, ","Koregaon Park","Resale","","","Freehold","","12500000","₹ 9,904/ sq ft ","Clover Park View","","Ready to move,Unfurnished","6"
"dict","","2 - 3 years","Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Lift Available,24 X 7 Security,Sports Facility,Landscaped Gardens","990 sq ft","","2","2 BHK Apartment ","","","Gr","Viman Nagar","New","","","Freehold","","7200000","₹ 7,272/ sq ft ","Rohan Mithila","","Ready to move",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,550 sq ft","","3","3 BHK Apartment ","","","","Kalyani Nagar","Resale","","","Freehold","","11000000","₹ 7,096/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","1,445 sq ft","2","3","3 BHK Apartment ","","East","17, ","Mundhwa","Resale","","","Freehold","","8000000","₹ 5,536/ sq ft ","Purva Purva Silversands","","Ready to move,Unfurnished","20"
"dict","","2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens","1,650 sq ft","","3","3 BHK Apartment ","","North","1, ","Viman Nagar","Resale","","","Freehold","","14600000","₹ 8,848/ sq ft ","Rohan Mithila","","Ready to move,Unfurnished","7"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wifi,Gas connection","Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,680 sq ft","","3","3 BHK Apartment ","","","","Kharadi","New","","","","Mar 2018","12000000","₹ 7,142/ sq ft ","Geras Song Of Joy","","Under Construction",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,048 sq ft","1","2","2 BHK Apartment ","","NorthEast","3","Baner","New","1","Garden View","Freehold","","7800000","₹ 7,442/ sq ft ","Reelicon Alpine Ridge","100 feet","Ready to move",""
"dict","","1 year","Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Swimming Pool,Rain Water Harvesting","Lift Available,Children's play area,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,207 sq ft","2","2","2 BHK Apartment ","1001 sq ft","East","4, ","Wakad","Resale","2","Corner, Garden View, Road View","Freehold","","7900000","₹ 6,545/ sq ft ","Kalarch SuCasa","40 feet","Ready to move,Unfurnished","12"
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","2,810 sq ft","1","3","3 BHK Apartment ","","East","7, ","Dhole Patil Road","Resale","","","Freehold","","60000000","₹ 21,352/ sq ft ","","","Ready to move,Unfurnished","15"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","2,000 sq ft","1","3","3 BHK Apartment ","","East","3, ","Boat Club Road","Resale","","","Freehold","","23500000","₹ 11,750/ sq ft ","","","Ready to move,Unfurnished","3"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","4,200 sq ft","3","4","4 BHK Apartment ","","East","5, ","Boat Club Road","Resale","","","Freehold","","62500000","₹ 14,880/ sq ft ","","","Ready to move,Unfurnished","6"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,360 sq ft","1","2","2 BHK Apartment ","","East","8, ","Boat Club Road","Resale","","","Freehold","","26100000","₹ 19,191/ sq ft ","","","Ready to move,Unfurnished","12"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,050 sq ft","2","2","2 BHK Apartment ","","East","4, ","Boat Club Road","Resale","","","Freehold","","15000000","₹ 14,285/ sq ft ","","","Ready to move,Unfurnished","4"
