"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,Indoor Games,Intercom,Landscaped Gardens,Gas connection","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,611 sq ft","2","3","3 BHK Apartment ","1209 sq ft","West","3, ","Deccan Gymkhana","New","2","Road View","Co-Operative Society","","27000000","₹ 16,759/ sq ft ","Bhansali Prive Rio","40 feet","Ready to move","6"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","1,300 sq ft","2","2","2 BHK Apartment ","","East","7, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","16000000","₹ 12,307/ sq ft ","","","Ready to move,Furnished","10"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens,ATM","","1,238 sq ft","","2","2 BHK Apartment ","917 sq ft","East","7, ","Hinjewadi","New","3","Corner, Garden View","Freehold","Sep 2021","7500000","₹ 6,058/ sq ft ","Godrej 24","","Under Construction","17"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Jogging Track,Landscaped Gardens,Wardrobe,Sofa","Gymnasium,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection,BED","2,500 sq ft","2","3","3 BHK Apartment ","1875 sq ft","North","5, ","Boat Club Road","Resale","","","Leasehol","","32500000","₹ 13,000/ sq ft ","","","Ready to move,Semi-Furnished","11"
"dict","","2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,427 sq ft","","3","3 BHK Apartment ","","West","9, ","Hadapsar","Resale","2","Pool View, Garden View","Leasehol","","12000000","₹ 8,409/ sq ft ","Amanora Future Towers","40 feet","Ready to move,Semi-Furnished","29"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM","Swimming Pool,Sports Facility","646 sq ft","1","1","1 BHK Apartment ","497 sq ft","East","1, ","Wagholi","New","1","Road View, Garden View","Co-Operative Society","Dec 2018","2700000","₹ 4,179/ sq ft ","NG Blossom","40 feet","Under Construction","11"
"dict","","10 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall","Sports Facility,Jogging Track,Landscaped Gardens","1,200 sq ft","2","2","2 BHK Apartment ","","East","5, ","Kalyani Nagar","Resale","","","Freehold","","9000000","₹ 7,500/ sq ft ","BramhaCorp Bramha Sun City Phase 2","","Ready to move,Unfurnished","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","581 sq ft","1","1","1 BHK Apartment ","421 sq ft","East","2, ","Hinjewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","Dec 2021","2850000","₹ 4,905/ sq ft ","TCG The Cliff Garden","40 feet","Under Construction","15"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,135 sq ft","1","2","2 BHK Apartment ","818 sq ft","East","2, ","Bavdhan","New","1","Corner, Garden View, Pool View, Road View","Freehold","Mar 2018","7362000","₹ 6,486/ sq ft ","Yashodhan Apple Blossom","40 feet","Under Construction","14"
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","600 sq ft","","1","1 BHK Apartment ","","South","4, ","Yerawada","Resale","","Corner, Garden View, Road View","Co-Operative Society","","5500000","₹ 9,166/ sq ft ","Ramesh Hermes Heritage Phase 1","","Ready to move,Unfurnished","7"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,Dining Table,BED","Sports Facility,AC,TV,Sofa,Wifi,Gas connection","1,616 sq ft","1","3","3 BHK Apartment ","1212 sq ft","East","8, ","Viman Nagar","Resale","1","Pool View, Garden View","Freehold","","14500000","₹ 8,972/ sq ft ","Naiknavare Mystique Moods","","Ready to move,Semi-Furnished","12"
"dict","1 rooms( servant room )","5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,800 sq ft","2","2","4 BHK Apartment ","","East","8, ","Kalyani Nagar","Resale","","Road View, Garden View","Co-Operative Society","","42000000","₹ 15,000/ sq ft ","Panchshil Waterfront","","Ready to move,Furnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","870 sq ft","1","2","2 BHK Apartment ","625 sq ft","East","2, ","Hinjewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","Aug 2020","5095000","₹ 5,856/ sq ft ","Kohinoor Tinsel County","40 feet","Under Construction","13"
"dict","1 rooms( study room )","12 - 13 years","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,288 sq ft","1","2","2 BHK Apartment ","","East","4, ","Kalyani Nagar","Resale","","Road View, Garden View","Freehold","","10000000","₹ 7,763/ sq ft ","Siddharth Enclave","","Ready to move,Unfurnished","4"
"dict","","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","610 sq ft","","1","1 BHK Apartment ","","West","2, ","Ambegaon Budruk","New","2","Road View","Freehold","","2745000","₹ 4,500/ sq ft ","","20 feet","Ready to move","4"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,150 sq ft","1","3","3 BHK Apartment ","828 sq ft","East","2, ","Balewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","Dec 2020","7709000","₹ 6,703/ sq ft ","Naiknavare Avon Vista","40 feet","Under Construction","25"
"dict","","9 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","690 sq ft","1","1","1 BHK Apartment ","","East","4, ","Wadgaon Sheri","Resale","","","Freehold","","6200000","₹ 8,985/ sq ft ","Karia Konark Splendour","","Ready to move,Unfurnished","10"
"dict","","10 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","Landscaped Gardens","1,900 sq ft","2","3","3 BHK Apartment ","","West","1, ","Sangamvadi","Resale","","","Freehold","","25500000","₹ 13,421/ sq ft ","Marvel Imperial","","Ready to move,Unfurnished","12"
"dict","","","Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Landscaped Gardens,Sofa,Dining Table,Gas connection","Lift Available,AC,Wardrobe,TV,Refrigerator,Wifi,BED","1,255 sq ft","","2","2 BHK Apartment ","","East","7, ","Wagholi","New","","Road View, Garden View","Freehold","Sep 2018","7800000","₹ 6,215/ sq ft ","Marvel Fria 2","","Under Construction","12"
"dict","2 rooms( servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,24 X 7 Security,Swimming Pool,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","Power Backup,Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Gas connection","4,550 sq ft","2","4","4 BHK Apartment ","","East","7, ","Boat Club Road","New","1","Pool View, Garden View","Freehold","","68500000","₹ 15,054/ sq ft ","","","Ready to move","15"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","985 sq ft","1","2","2 BHK Apartment ","641 sq ft","East","3, ","Hinjewadi","New","1","Garden View, Pool View, Road View","Freehold","Dec 2018","5500000","₹ 5,583/ sq ft ","Rama Melange Residences","40 feet","Under Construction","15"
"dict","2 rooms( study room, pooja room )","10 - 11 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,000 sq ft","1","2","2 BHK Apartment ","","East","2, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","9500000","₹ 9,500/ sq ft ","","","Ready to move,Unfurnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,137 sq ft","1","2","2 BHK Apartment ","875 sq ft","East","4, ","Tathawade","New","1","Garden View, Pool View, Road View","Freehold","Aug 2019","7800000","₹ 6,860/ sq ft ","Kanakia Cyprus","40 feet","Under Construction","14"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","610 sq ft","1","1","1 BHK Apartment ","452 sq ft","East","3, ","Hinjewadi","New","1","Garden View, Pool View, Road View","Freehold","Dec 2021","3841000","₹ 6,296/ sq ft ","Kolte Patil Life Republic","40 feet","Under Construction","22"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","3,500 sq ft","","4","4 BHK Apartment ","","East","1","Koregaon Park","Resale","","","Freehold","","50000000","₹ 14,286/ sq ft ","","","Furnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,200 sq ft","","2","2 BHK Villa ","","","Gr","Yerawada","Resale","","","Freehold","","8000000","₹ 6,667/ sq ft ","Ramesh Hermes Heritage Phase 1","","Unfurnished",""
"dict","","","Lift Available,Power Backup,Club House,Gymnasium","24 X 7 Security,Children's play area,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,462 sq ft","","3","3 BHK Apartment ","1125 sq ft","","","Hinjewadi","New","","Garden View, Pool View, Road View","Freehold","Dec 2020","10642000","₹ 7,279/ sq ft ","Siroya FM Building D3 Eon Homes","","Under Construction",""
"dict","","13 - 14 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","510 sq ft","","1","1 BHK Apartment ","","","4, ","Koregaon Park","Resale","","","Freehold","","7300000","₹ 14,313/ sq ft ","Swojas Serene Bay","","Ready to move,Unfurnished","5"
"dict","","0 - 1 year","BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,540 sq ft","","3","3 BHK Independent House ","","North","2, ","Wagholi","Resale","","Corner, Garden View, Road View","Freehold","","8000000","₹ 5,194/ sq ft ","Builder emerald lsle wagholi pune","","Ready to move,Semi-Furnished","2"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Landscaped Gardens","Sports Facility","1,413 sq ft","","3","3 BHK Apartment ","846 sq ft","East","10, ","Baner","New","3","Corner, Garden View, Pool View, Road View","Freehold","","8800000","₹ 6,227/ sq ft ","F5 Mount Unique","100 feet","Ready to move","14"
"dict","","8 - 9 years","Car Parking,24 X 7 Security,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,AC,Wardrobe,Wifi,Dining Table,Gas connection,BED","Lift Available,Power Backup,Children's play area,Club House,Sports Facility,TV,Refrigerator,Sofa","1,488 sq ft","2","2","2 BHK Apartment ","1231 sq ft","East","9, ","Aundh","Resale","1","Garden View","Co-Operative Society","","15400000","₹ 10,349/ sq ft ","Paranjape West End River View","60 feet","Ready to move,Furnished","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Rain Water Harvesting,Landscaped Gardens","Club House,Sports Facility,Jogging Track","1,123 sq ft","2","2","2 BHK Apartment ","750 sq ft","East","6, ","Wakad","New","3","Garden View","Freehold","Oct 2019","6600000","₹ 5,877/ sq ft ","","50 feet","Under Construction","12"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Landscaped Gardens","Gymnasium,Sports Facility,Jogging Track","646 sq ft","2","1","1 BHK Apartment ","445 sq ft","","1, ","Kirkatwadi","New","","","","","2500000","₹ 3,869/ sq ft ","Builder Ambiance Aura kirkatwadi","","Ready to move","5"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,325 sq ft","","4","4 BHK Apartment ","","East","6, ","Baner","New","3","Corner, Garden View","Freehold","","19990000","₹ 8,597/ sq ft ","Nirmiti Fili Villa","80 feet","Ready to move","10"
