"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","3 rooms( study room, servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,AC,Gas connection","Club House,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","4,300 sq ft","2","4","4 BHK Apartment ","3000 sq ft","East","10, ","Kothrud","New","3","Garden View, Pool View, Road View","Co-Operative Society","","65300000","₹ 15,186/ sq ft ","Sangam Solitaire","60 feet","Ready to move","14"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","1,300 sq ft","2","2","2 BHK Apartment ","","East","7, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","16000000","₹ 12,307/ sq ft ","","","Ready to move,Furnished","10"
"dict","","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,450 sq ft","1","2","2 BHK Apartment ","","East","2, ","Hadapsar","Resale","","Garden View","Freehold","","12000000","₹ 8,275/ sq ft ","Marvel Bounty","","Ready to move,Semi-Furnished","11"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","4,865 sq ft","","5","5 BHK Apartment ","","East","10","Kharadi","Resale","","","Freehold","","32500000","₹ 6,680/ sq ft ","Marvel Zephyr","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track","Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","800 sq ft","","2","2 BHK Apartment ","","East","2","Viman Nagar","Resale","","","Freehold","","5500000","₹ 6,875/ sq ft ","Builder Lunkad Project","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,360 sq ft","","4","4 BHK Apartment ","","NorthEast","5","Kalyani Nagar","Resale","","","Freehold","","26000000","₹ 11,017/ sq ft ","Lunkad Skylounge","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,900 sq ft","","4","4 BHK Apartment ","","NorthWest","4","Mundhwa","Resale","","","Freehold","","10500000","₹ 5,526/ sq ft ","Builder Ganga Orchid","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens","1,450 sq ft","","3","3 BHK Apartment ","","North","Gr","Viman Nagar","Resale","","","Freehold","","8500000","₹ 5,862/ sq ft ","Rohan Mithila","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,500 sq ft","","3","3 BHK Apartment ","","East","4","Koregaon Park","Resale","","","Freehold","","14500000","₹ 9,666/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,350 sq ft","","3","3 BHK Apartment ","","NorthEast","6","Viman Nagar","Resale","","","Freehold","","9500000","₹ 7,037/ sq ft ","","","Ready to move,Semi-Furnished",""
