"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,Indoor Games,Intercom,Landscaped Gardens,Gas connection","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,611 sq ft","2","3","3 BHK Apartment ","1209 sq ft","West","3, ","Deccan Gymkhana","New","2","Road View","Co-Operative Society","","27000000","₹ 16,759/ sq ft ","Bhansali Prive Rio","40 feet","Ready to move","6"
"dict","","10 - 11 years","Power Backup,24 X 7 Security,Maintenance Staff","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","500 sq ft","","1","1 BHK Apartment ","","East","2, ","Koregaon Park","Resale","","Garden View","Freehold","","6000000","₹ 12,000/ sq ft ","Ahura Shahinshah","","Ready to move,Unfurnished","4"
"dict","1 rooms( pooja room )","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,234 sq ft","2","2","2 BHK Apartment ","","East","3, ","Viman Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","8530000","₹ 6,912/ sq ft ","","","Ready to move,Unfurnished","4"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","","1,041 sq ft","3","3","3 BHK Apartment ","801 sq ft","East","7, ","Wakad","New","3","Corner, Garden View, Pool View, Road View","Freehold","Jun 2019","7500000","₹ 7,204/ sq ft ","Millennium Acropolis","100 feet","Under Construction","12"
"dict","1 rooms( pooja room )","8 - 9 years","Lift Available,Power Backup,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,Gas connection,BED","24 X 7 Security,Sports Facility,Landscaped Gardens,AC","1,700 sq ft","2","3","3 BHK Apartment ","","North","3, ","Viman Nagar","New","","","Freehold","","19000000","₹ 11,176/ sq ft ","","","Ready to move","9"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Sofa,Washing Machine,Gas connection","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Wifi,Dining Table,BED","500 sq ft","1","1","1 BHK Apartment ","","East","Gr ","Koregaon Park","Resale","","Garden View","Freehold","","6000000","₹ 12,000/ sq ft ","","","Ready to move,Semi-Furnished","3"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","560 sq ft","1","2","1 BHK Apartment ","","East","2, ","Koregaon Park","Resale","","Garden View, Pool View, Road View","Freehold","","6000000","₹ 10,714/ sq ft ","","","Ready to move,Unfurnished","4"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Sofa,Washing Machine,Gas connection","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Wifi,Dining Table,BED","770 sq ft","2","1","2 BHK Apartment ","","East","2, ","Viman Nagar","Resale","","Garden View","Freehold","","6500000","₹ 8,441/ sq ft ","","","Ready to move,Semi-Furnished","4"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,285 sq ft","1","3","3 BHK Apartment ","","East","2, ","Wagholi","Resale","","Garden View, Pool View, Road View","Freehold","","6000000","₹ 4,669/ sq ft ","","","Ready to move,Unfurnished","12"
"dict","1 rooms( pooja room )","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Wardrobe,Sofa,Washing Machine,Dining Table,BED","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Gas connection","780 sq ft","1","1","2 BHK Apartment ","","East","2, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","5000000","₹ 6,410/ sq ft ","","","Ready to move,Furnished","3"
"dict","","5 - 6 years","Lift Available,Vaastu Compliant,Maintenance Staff,Staff Quarter,School,Hospital,ATM","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","921 sq ft","2","1","2 BHK Apartment ","720 sq ft","East","3, ","Phursungi","Resale","1","Corner","Co-Operative Society","","3500000","₹ 3,800/ sq ft ","The Shankar Suman Park","","Ready to move,Unfurnished","5"
"dict","","10 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,535 sq ft","","","3 BHK Apartment ","","West","1, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","16500000","₹ 10,749/ sq ft ","Naiknavare Victoria Garden","","Ready to move,Semi-Furnished","10"
"dict","1 rooms( pooja room )","11 - 12 years","Lift Available,Car Parking,24 X 7 Security,Gymnasium","Power Backup,Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,200 sq ft","2","3","3 BHK Apartment ","","West","4, ","Viman Nagar","Resale","","","","","16000000","₹ 7,272/ sq ft ","","","Ready to move,Unfurnished","7"
"dict","","6 - 7 years","Lift Available,Car Parking,24 X 7 Security,Gymnasium,Sofa,Dining Table","Power Backup,Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Wifi,Gas connection,BED","4,088 sq ft","3","4","4 BHK Apartment ","","NorthEast","3, ","Kharadi","Resale","","","","","35400000","₹ 8,659/ sq ft ","","","Ready to move,Semi-Furnished","8"
"dict","1 rooms( servant room )","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,100 sq ft","","2","2 BHK Apartment ","","East","1, ","Boat Club Road","Resale","","","","","13000000","₹ 11,818/ sq ft ","","","Ready to move,Unfurnished","4"
"dict","","6 - 7 years","Lift Available,Car Parking,24 X 7 Security,Swimming Pool,Wardrobe,Sofa,Dining Table,BED","Power Backup,Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Gas connection","500 sq ft","1","1","1 BHK Apartment ","","South","4, ","Koregaon Park","Resale","","","","","7300000","₹ 14,600/ sq ft ","","","Ready to move,Furnished","5"
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,070 sq ft","","2","2 BHK Apartment ","","NorthWest","2","Viman Nagar","Resale","","","Freehold","","7000000","₹ 6,542/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,500 sq ft","","3","3 BHK Apartment ","","East","3","Viman Nagar","Resale","","","Freehold","","11000000","₹ 7,333/ sq ft ","Builder Mystic Mod","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,800 sq ft","","3","3 BHK Apartment ","","North","6","Koregaon Park","Resale","","","Freehold","","25000000","₹ 13,888/ sq ft ","Kumar Presidency","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,615 sq ft","","3","3 BHK Apartment ","","NorthWest","3","Mundhwa","Resale","","","Freehold","","13000000","₹ 8,049/ sq ft ","Builder Ganga Carnation Koregaon Park Extn Mundhwa","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,140 sq ft","","2","2 BHK Apartment ","","East","7","Kharadi","Resale","","","Freehold","","7000000","₹ 6,140/ sq ft ","Nagpal Dev Exotica","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,680 sq ft","","3","4 BHK Apartment ","","East","4","Viman Nagar","Resale","","","Freehold","","16000000","₹ 9,523/ sq ft ","Lunkad Sky Vie","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,200 sq ft","","2","2 BHK Apartment ","","East","9","Kharadi","Resale","","","Freehold","","6600000","₹ 5,500/ sq ft ","Bhandari Acolade","","Ready to move,Semi-Furnished",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,690 sq ft","","3","4 BHK Apartment ","","North","8","Viman Nagar","Resale","","","Freehold","","18000000","₹ 10,650/ sq ft ","Lunkad Sky Vie","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,695 sq ft","","3","3 BHK Apartment ","","NorthEast","4","Kalyani Nagar","Resale","","","Freehold","","18000000","₹ 10,619/ sq ft ","Builder Landmark Garden Kalyani","","Ready to move,Semi-Furnished",""
"dict","","16 - 17 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","2,800 sq ft","","3","3 BHK Apartment ","","South","4","Koregaon Park","Resale","","","Freehold","","36500000","₹ 13,035/ sq ft ","Oxford Hallmark","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,075 sq ft","","4","4 BHK Apartment ","","North","6","Kalyani Nagar","Resale","","","Freehold","","32000000","₹ 15,421/ sq ft ","Atul Leela Garden","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","2,300 sq ft","","4","4 BHK Apartment ","","North","4","Wadgaon Sheri","Resale","","","Freehold","","19000000","₹ 8,260/ sq ft ","BramhaCorp Suncity","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","2,000 sq ft","","3","3 BHK Villa ","","NorthEast","Gr","Koregaon Park","Resale","","","Freehold","","15000000","₹ 7,500/ sq ft ","","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","625 sq ft","","1","1 BHK Apartment ","","North","2","Viman Nagar","Resale","","","Freehold","","4200000","₹ 6,720/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,200 sq ft","","2","2 BHK Apartment ","","East","4","Mundhwa","Resale","","","Freehold","","10500000","₹ 8,750/ sq ft ","Goel Ganga Carnation","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","715 sq ft","","2","2 BHK Apartment ","","East","5","Wagholi","New","","","Freehold","","3500000","₹ 4,895/ sq ft ","Bhandari Ivory","","Ready to move",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Swimming Pool,Landscaped Gardens","790 sq ft","","2","2 BHK Apartment ","","East","3","Wagholi","New","","","Freehold","","3800000","₹ 4,810/ sq ft ","JKG Purvarang","","Ready to move",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,060 sq ft","","2","2 BHK Apartment ","","East","3","Wagholi","New","","","Freehold","","4000000","₹ 3,773/ sq ft ","Builder Amrutnagari","","Ready to move",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,336 sq ft","","3","3 BHK Apartment ","","NorthEast","3","Kharadi","New","","","Freehold","","7800000","₹ 5,838/ sq ft ","Nyati Empire","","Ready to move",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Sports Facility,Landscaped Gardens","1,050 sq ft","","2","2 BHK Apartment ","","North","4","Kalyani Nagar","Resale","","","Co-Operative Society","","11500000","₹ 10,952/ sq ft ","","","Ready to move,Furnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter","Sports Facility,Landscaped Gardens","1,040 sq ft","","2","2 BHK Apartment ","","East","3","Wagholi","Resale","","","Freehold","","5200000","₹ 5,000/ sq ft ","ARK Alfa Homes","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,620 sq ft","","3","3 BHK Apartment ","","North","4","Kharadi","Resale","","","Freehold","","9000000","₹ 5,556/ sq ft ","Bhandari Acolade","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,370 sq ft","","3","3 BHK Apartment ","","North","8","Kharadi","Resale","","","Freehold","","7000000","₹ 5,109/ sq ft ","Builder Near Eon IT Park","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,780 sq ft","","3","3 BHK Apartment ","","East","5","Kalyani Nagar","Resale","","","Freehold","","13500000","₹ 7,584/ sq ft ","Raviraj Fortaleza","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,100 sq ft","","2","2 BHK Apartment ","","North","8","Wadgaon Sheri","Resale","","","Freehold","","7200000","₹ 6,545/ sq ft ","BramhaCorp Suncity","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,190 sq ft","","2","2 BHK Apartment ","","East","2","Kharadi","Resale","","","Freehold","","6500000","₹ 5,462/ sq ft ","Bhandari Acolade","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,570 sq ft","","3","3 BHK Apartment ","","West","6","Wadgaon Sheri","Resale","","","Freehold","","12500000","₹ 7,961/ sq ft ","BramhaCorp Suncity","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,100 sq ft","","2","2 BHK Apartment ","","East","7","Viman Nagar","Resale","","","Freehold","","8000000","₹ 7,272/ sq ft ","Lunkad Sky Vie","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,750 sq ft","","3","3 BHK Apartment ","","NorthWest","9","Kalyani Nagar","Resale","","","Freehold","","19800000","₹ 11,314/ sq ft ","Sanjay Kalyani Nagar","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,565 sq ft","","3","3 BHK Apartment ","","NorthEast","7","Kalyani Nagar","Resale","","","Freehold","","13000000","₹ 8,306/ sq ft ","Kumar Kumar Kruti","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,781 sq ft","","3","3 BHK Apartment ","","NorthEast","9","Wadgaon Sheri","Resale","","","Freehold","","13500000","₹ 7,580/ sq ft ","BramhaCorp Suncity","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,660 sq ft","","3","3 BHK Apartment ","","North","5","Viman Nagar","Resale","","","Freehold","","12500000","₹ 7,530/ sq ft ","Clover Acropolis","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","615 sq ft","","1","1 BHK Apartment ","","NorthWest","2","Viman Nagar","Resale","","","Freehold","","3700000","₹ 6,016/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,565 sq ft","","4","3 BHK Apartment ","","North","10","Kalyani Nagar","Resale","","","Freehold","","13300000","₹ 8,498/ sq ft ","Kumar Kumar Kruti","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","2,700 sq ft","","3","3 BHK Apartment ","","North","5","Viman Nagar","Resale","","","Freehold","","12400000","₹ 4,592/ sq ft ","Mainland Camelot Royale","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","2,110 sq ft","","3","3 BHK Apartment ","","North","9","Kharadi","Resale","","","Freehold","","12500000","₹ 5,924/ sq ft ","Bhandari Acolade","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,190 sq ft","","2","1 BHK Apartment ","","North","3","Kharadi","Resale","","","Freehold","","6500000","₹ 5,462/ sq ft ","Bhandari Acolade","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,179 sq ft","","2","2 BHK Apartment ","","North","3","Kharadi","Resale","","","Freehold","","6800000","₹ 5,767/ sq ft ","Bhandari Acolade","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,118 sq ft","","2","2 BHK Apartment ","","North","5","Kharadi","Resale","","","Freehold","","4700000","₹ 4,203/ sq ft ","Bhandari Rakshak Nagar","","Ready to move,Unfurnished",""
