"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,Indoor Games,Intercom,Landscaped Gardens,Gas connection","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,611 sq ft","2","3","3 BHK Apartment ","1209 sq ft","West","3, ","Deccan Gymkhana","New","2","Road View","Co-Operative Society","","27000000","₹ 16,759/ sq ft ","Bhansali Prive Rio","40 feet","Ready to move","6"
"dict","1 rooms( pooja room )","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED","3,700 sq ft","2","5","4 BHK Apartment ","","East","9, ","Kalyani Nagar","Resale","","","Freehold","","57300000","₹ 15,486/ sq ft ","","","Ready to move,Semi-Furnished","22"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,765 sq ft","3","3","3 BHK Apartment ","","East","5, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","22200000","₹ 12,577/ sq ft ","","","Ready to move,Unfurnished","10"
"dict","1 rooms( servant room )","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED","4,088 sq ft","2","5","4 BHK Apartment ","","East","6, ","Kalyani Nagar","Resale","","Garden View, Pool View, Road View","Freehold","","75000000","₹ 18,346/ sq ft ","","","Ready to move,Semi-Furnished","11"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED","1,735 sq ft","2","3","3 BHK Apartment ","","East","1, ","Kalyani Nagar","Resale","","Garden View","Freehold","","19000000","₹ 10,951/ sq ft ","","","Ready to move,Semi-Furnished","11"
"dict","1 rooms( study room )","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","4,355 sq ft","2","4","4 BHK Apartment ","","East","6, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","28500000","₹ 6,544/ sq ft ","","","Ready to move,Semi-Furnished","13"
"dict","1 rooms( pooja room )","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Wardrobe,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi","3,464 sq ft","3","4","4 BHK Apartment ","","East","10, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","32000000","₹ 9,237/ sq ft ","","","Ready to move,Semi-Furnished","34"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,360 sq ft","2","3","3 BHK Apartment ","","East","3, ","Koregaon Park","Resale","","Pool View, Garden View","Freehold","","17000000","₹ 12,500/ sq ft ","","","Ready to move,Unfurnished","5"
"dict","2 rooms( study room, pooja room )","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","626 sq ft","1","1","1 BHK Apartment ","","North","11, ","Wagholi","Resale","","Garden View, Pool View, Road View","Freehold","","3300000","₹ 5,271/ sq ft ","Manav Silver Springs","","Ready to move,Unfurnished","12"
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Washing Machine,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Wifi,Dining Table,BED","1,900 sq ft","2","2","2 BHK Villa ","","East","Gr ","Wagholi","Resale","","Garden View, Pool View, Road View","Freehold","","7400000","₹ 3,894/ sq ft ","JKG Kamal Baug","","Ready to move,Furnished","2"
