"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","3 rooms( study room, servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,AC,Gas connection","Club House,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","4,300 sq ft","2","4","4 BHK Apartment ","3000 sq ft","East","10, ","Kothrud","New","3","Garden View, Pool View, Road View","Co-Operative Society","","65300000","₹ 15,186/ sq ft ","Sangam Solitaire","60 feet","Ready to move","14"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,950 sq ft","","3","3 BHK Apartment ","","North","9, ","Koregaon Park","Resale","","","Freehold","","36000000","₹ 18,461/ sq ft ","","","Ready to move,Semi-Furnished","18"
"dict","","10 - 11 years","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Wifi","Power Backup,Children's play area,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","1,010 sq ft","1","2","2 BHK Apartment ","","","8","Shastri Nagar","Resale","","Garden View","Freehold","","11000000","₹ 10,891/ sq ft ","Hermes Ramesh Builders Terrace","","Ready to move,Unfurnished",""
"dict","1 rooms( servant room )","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","6,630 sq ft","2","5","4 BHK Apartment ","","East","4, ","Boat Club Road","Resale","","Garden View, Pool View, Road View","Freehold","","100000000","₹ 15,082/ sq ft ","","","Ready to move,Unfurnished","15"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","770 sq ft","1","1","1 BHK Apartment ","","East","2, ","Koregaon Park","Resale","","Garden View","Freehold","","8000000","₹ 10,389/ sq ft ","","","Ready to move,Unfurnished","4"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,200 sq ft","2","3","3 BHK Apartment ","","East","8, ","Boat Club Road","Resale","","Road View","Freehold","","31000000","₹ 14,090/ sq ft ","","","Ready to move,Unfurnished","10"
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Dining Table,Gas connection,BED","AC,TV,Refrigerator,Sofa,Wifi","1,255 sq ft","","2","2 BHK Apartment ","","North","11, ","Wagholi","New","1","Pool View, Garden View","Freehold","","8000000","₹ 6,374/ sq ft ","Marvel Fria","","Ready to move","15"
"dict","2 rooms( study room, pooja room )","10 - 11 years","Lift Available,Car Parking,24 X 7 Security","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","950 sq ft","2","2","2 BHK Apartment ","","East","2, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","5500000","₹ 5,789/ sq ft ","The Golden Palms","","Ready to move,Unfurnished","7"
"dict","","5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,205 sq ft","","","2 BHK Apartment ","","","","Kharadi","New","","","","","6627500","₹ 5,500/ sq ft ","Sancheti Mount n Glory","","Ready to move",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,030 sq ft","","2","2 BHK Apartment ","","East","4","Kalyani Nagar","Resale","","","Freehold","","10400000","₹ 10,097/ sq ft ","Raviraj Fortaleza","","Ready to move,Semi-Furnished",""
